curr_time	id	question	score
8922657	1394	q17_4	0.75
8932212	1394	q18_17	0
9015706	1394	q19_8	0.574468085
9063825	1394	q20_5	1
9078912	1394	q19_8	0.574468085
9352728	1394	q18_17	0
9355934	1394	q15_2	0.961538462
9360542	1394	q16_7	1
9365107	1394	q17_4	0.75
9366281	1394	q18_17	0
9369097	1394	q19_8	0.574468085
9370420	1394	q20_5	1
9372056	1394	q18_17	0
9372955	1394	q19_8	0.574468085
9380483	1394	q20_5	1
9381899	1394	q19_8	0.574468085
10127603	1394	q18_17	0.153846154
10399887	1394	q14_6	0.666666667
10402138	1394	q20_5	1
10556832	1394	q19_8	0.893617021
10559601	1394	q20_5	1
10559979	1394	q19_8	0.893617021
10562207	1394	q18_17	0.153846154
10563733	1394	q17_4	0.75
10565070	1394	q16_7	1
10566172	1394	q15_2	0.961538462
10567053	1394	q16_7	1
10567600	1394	q15_2	0.961538462
10569181	1394	q14_6	0.666666667
10723572	1394	q15_2	0.961538462
10751425	1394	q18_17	0.153846154
10753099	1394	q15_2	0.961538462
10760359	1394	q14_6	0.666666667
10762006	1394	q20_5	1
10763512	1394	q19_8	0.893617021
10765078	1394	q18_17	0.153846154
10765474	1394	q19_8	0.893617021
10766102	1394	q18_17	0.153846154
10767922	1394	q17_4	0.75
10769375	1394	q18_17	0.153846154
10774180	1394	q16_7	1
11017881	1394	q15_2	1
11024980	1394	q16_7	1
11025731	1394	q17_4	0.75
11183961	1394	q16_7	1
11263584	1394	q17_4	0.75
11264735	1394	q18_17	0.153846154
11265209	1394	q17_4	0.75
11266192	1394	q19_8	0.893617021
11266780	1394	q20_5	1
11267402	1394	q19_8	0.893617021
11268975	1394	q18_17	0.153846154
11274110	1394	q17_4	0.75
11276382	1394	q16_7	1
11316025	1394	q17_4	0.75
11357397	1394	q18_17	0.153846154
11359477	1394	q20_5	1
11360549	1394	q19_8	0.893617021
11360983	1394	q18_17	0.153846154
11361606	1394	q17_4	0.75
11363031	1394	q16_7	1
11365397	1394	q17_4	0.75
11596301	1394	q18_17	0.153846154
11597418	1394	q19_8	0.893617021
11597950	1394	q20_5	1
11598642	1394	q19_8	0.893617021
11636624	1394	q18_17	0.153846154
11637826	1394	q20_5	1
11638688	1394	q19_8	0.893617021
11639814	1394	q18_17	0.153846154
11645273	1394	q19_8	0.893617021
11646944	1394	q16_7	1
11647554	1394	q18_17	0.153846154
11648012	1394	q17_4	0.75
11649031	1394	q18_17	0.153846154
11649836	1394	q19_8	0.893617021
11650543	1394	q18_17	0.153846154
11651249	1394	q17_4	0.75
11653756	1394	q16_7	1
11654493	1394	q17_4	0.75
11655567	1394	q15_2	1
11662462	1394	q17_4	0.75
-8857234	1394	q20_5	1
-8856477	1394	q19_8	0.893617021
-8854066	1394	q18_17	0.153846154
-8850882	1394	q17_4	0.75
-8848123	1394	q18_17	0.153846154
-8846520	1394	q17_4	0.75
-8845884	1394	q20_5	1
-8845313	1394	q19_8	0.893617021
-8844623	1394	q18_17	0.153846154
-8843830	1394	q17_4	0.75
-8843024	1394	q18_17	0.153846154
-8841745	1394	q16_7	1
-8840903	1394	q15_2	1
-8840288	1394	q14_6	0.666666667
-8825507	1394	q17_4	0.75
-8824607	1394	q15_2	1
-8603621	1394	q14_6	0.666666667
-8339309	1394	q18_17	0.153846154
-8220241	1394	q17_4	0.75
-7836596	1394	q14_6	1
-7835349	1394	q15_2	1
-7834713	1394	q16_7	1
-7833915	1394	q17_4	0.75
-7832985	1394	q19_8	0.893617021
-7832536	1394	q18_17	0.153846154
-7593864	1394	q17_4	0.75
-7582440	1394	q18_17	0.153846154
-7581853	1394	q19_8	0.893617021
-7581411	1394	q20_5	1
-7580963	1394	q19_8	0.893617021
-7580358	1394	q18_17	0.153846154
-7579091	1394	q17_4	0.75
-7578411	1394	q16_7	1
-7577236	1394	q15_2	1
-7575403	1394	q14_6	1
-7574748	1394	q19_8	0.893617021
-7573315	1394	q18_17	0.153846154
-7570947	1394	q19_8	0.893617021
-7570153	1394	q18_17	0.153846154
-7493747	1394	q17_4	0.75
-7493376	1394	q19_8	0.893617021
-7022342	1394	q18_17	0.153846154
-7021257	1394	q20_5	1
-7019571	1394	q19_8	0.893617021
-7018934	1394	q18_17	0.153846154
-7016660	1394	q20_5	1
-7014110	1394	q19_8	0.893617021
-7012933	1394	q18_17	0.153846154
-6942533	1394	q17_4	0.75
-6940879	1394	q16_7	1
-6939724	1394	q15_2	1
-6934765	1394	q14_6	1
-6932390	1394	q20_5	1
-6930759	1394	q19_8	0.893617021
-6926765	1394	q20_5	1
-6919477	1394	q19_8	0.893617021
-6916800	1394	q18_17	0.153846154
-6903257	1394	q17_4	0.75
-6902088	1394	q16_7	1
-6900482	1394	q15_2	1
-6899277	1394	q14_6	1
714733	4665	q14_18	0.777777778
991356	4665	q15_5	1
1795096	4665	q16_16	1
3485150	4665	q17_18	0.909090909
-6370698	4665	q18_8	0.416058394
-5440108	4665	q19_19	0.785714286
-4900332	4665	q20_5	1
-4890397	4665	q14_18	0.777777778
-4887620	4665	q15_5	1
-4885800	4665	q16_16	1
-4882829	4665	q17_18	0.909090909
-4879062	4665	q18_8	0.416058394
-4875725	4665	q19_19	0.785714286
-4873951	4665	q20_5	1
-4645124	4665	q19_19	0.785714286
-3989253	4665	q14_18	0.911111111
-3699319	4665	q15_5	1
-3697890	4665	q16_16	1
-3695649	4665	q15_5	1
-3378521	4665	q16_16	1
-3350506	4665	q17_18	0.909090909
-3347222	4665	q18_8	0.416058394
-3343125	4665	q19_19	0.785714286
-2712743	4665	q17_18	0.909090909
-2352080	4665	q18_8	0.562043796
-2216760	4665	q19_19	0.785714286
548685	7216	q14_9	1
1034646	7216	q15_2	1
1039315	7216	q16_3	0
1042967	7216	q17_18	0
1047333	7216	q18_17	0
1469014	7216	q19_3	1
1471224	7216	q20_6	0
1472653	7216	q18_17	0
1474154	7216	q17_18	0
1475461	7216	q16_3	0
1480539	7216	q15_2	1
1601525	7216	q14_9	1
1602400	7216	q15_2	1
2214678	7216	q16_3	1
3578033	7216	q17_18	1
3579352	7216	q18_17	0
3580567	7216	q19_3	1
3581638	7216	q20_6	0
3583033	7216	q18_17	0
3584106	7216	q14_9	1
3585422	7216	q15_2	1
3587357	7216	q16_3	1
3590005	7216	q17_18	1
-6036957	7216	q18_17	0.692307692
-6035559	7216	q19_3	1
-6013126	7216	q18_17	0.692307692
-6011281	7216	q19_3	1
-5513653	7216	q20_6	1
-5512465	7216	q19_3	1
-5510592	7216	q18_17	0.692307692
-5509889	7216	q17_18	1
-5508858	7216	q16_3	1
-5507729	7216	q15_2	1
-5506699	7216	q14_9	1
-5506015	7216	q15_2	1
-5500336	7216	q20_6	1
-5499530	7216	q19_3	1
-5498811	7216	q20_6	1
-5487478	7216	q18_17	0.692307692
-5312856	7216	q20_6	1
-5311360	7216	q19_3	1
-5294511	7216	q18_17	0.692307692
-5293297	7216	q19_3	1
-5292890	7216	q18_17	0.692307692
-5291753	7216	q17_18	1
-5290616	7216	q16_3	1
-5289485	7216	q15_2	1
-5288273	7216	q14_9	1
-5266305	7216	q20_6	1
-5098945	7216	q19_3	1
-4668596	7216	q18_17	1
-4622549	7216	q17_18	1
-4620671	7216	q16_3	1
-4619653	7216	q15_2	1
-4618145	7216	q14_9	1
-3962492	7216	q17_18	1
-3707772	7216	q16_3	1
-3436872	7216	q15_2	1
255722	8163	q14_19	0
260589	8163	q15_6	0
264250	8163	q16_10	0
265983	8163	q17_4	0
269762	8163	q18_7	0
277187	8163	q19_16	0
281379	8163	q20_0	0
1296771	8163	q14_19	0.8
1870579	8163	q15_6	1
2450598	8163	q16_10	0.75
2916057	8163	q17_4	1
3591259	8163	q18_7	0.875
-6272375	8163	q19_16	1
-5672909	8163	q20_0	1
-5670583	8163	q19_16	1
-5665670	8163	q18_7	0.875
-5661032	8163	q17_4	1
-5660180	8163	q16_10	0.75
-5656693	8163	q15_6	1
-4775548	8163	q14_19	0.8
-4771909	8163	q15_6	1
-4654502	8163	q16_10	1
-4649979	8163	q15_6	1
-4649690	8163	q16_10	1
-4647199	8163	q17_4	1
-4641081	8163	q18_7	0.875
-4640894	8163	q17_4	1
-4640716	8163	q16_10	1
-4640313	8163	q15_6	1
-3827947	8163	q14_19	0.8
-3821410	8163	q15_6	1
-3795031	8163	q16_10	1
-3793472	8163	q17_4	1
-3788787	8163	q18_7	0.875
-3785845	8163	q19_16	1
-3776472	8163	q20_0	1
-3468726	8163	q14_19	0.8
-3464932	8163	q15_6	1
-3462111	8163	q16_10	1
-3461824	8163	q17_4	1
-3460877	8163	q18_7	0.875
-3460736	8163	q17_4	1
-3460587	8163	q16_10	1
-3459729	8163	q15_6	1
-3459045	8163	q14_19	0.8
-3333550	8163	q15_6	1
-3317737	8163	q16_10	1
-3258304	8163	q17_4	1
-3246288	8163	q18_7	0.875
-3242843	8163	q19_16	1
-3236457	8163	q14_19	0.8
-3221397	8163	q19_16	1
-3211264	8163	q14_19	0.8
-3192723	8163	q19_16	1
-3169906	8163	q16_10	1
-3165373	8163	q14_19	0.8
-3157850	8163	q20_0	1
-3092162	8163	q19_16	1
-3011690	8163	q18_7	0.875
-2944770	8163	q17_4	1
-2937362	8163	q16_10	1
-2935452	8163	q17_4	1
-2934841	8163	q18_7	0.875
-2933980	8163	q19_16	1
-2910464	8163	q16_10	1
-2908601	8163	q15_6	1
-2648106	8163	q14_19	0.8
-2646813	8163	q17_4	1
-2639732	8163	q19_16	1
-2355396	8163	q14_19	0.8
-2351690	8163	q15_6	1
-2351327	8163	q16_10	1
-2307664	8163	q17_4	1
-2223748	8163	q18_7	1
-2220970	8163	q19_16	1
-2219079	8163	q20_0	1
-2218086	8163	q17_4	1
-2165230	8163	q18_7	1
-2150213	8163	q14_19	0.8
-2145925	8163	q17_4	1
-2144895	8163	q16_10	1
-2117131	8163	q18_7	1
-2024917	8163	q14_19	0.8
-2022823	8163	q15_6	1
-2022669	8163	q16_10	1
-2022391	8163	q17_4	1
-2022216	8163	q18_7	1
-2021763	8163	q19_16	1
-2017483	8163	q20_0	1
28916	11913	q14_4	0
36237	11913	q15_8	0
39745	11913	q17_16	0
41373	11913	q16_0	0
44763	11913	q18_9	0
46650	11913	q19_8	0
48849	11913	q20_9	0
308935	11913	q14_4	0.5
633898	11913	q15_8	0.222222222
646634	11913	q14_4	0.5
1500598	11913	q15_8	1
1975032	11913	q16_0	0.444444444
1976849	11913	q17_16	0
2311277	11913	q16_0	1
2311942	11913	q15_8	1
2312518	11913	q16_0	1
2315291	11913	q18_9	0
2319813	11913	q17_16	0
2321619	11913	q19_8	0
2323579	11913	q20_9	0
2324188	11913	q19_8	0
2328300	11913	q18_9	0
4432379	11913	q17_16	0.666666667
4434246	11913	q16_0	1
4435862	11913	q18_9	0
4514239	11913	q19_8	1
4515484	11913	q20_9	0
4518675	11913	q18_9	0
5593039	11913	q20_9	0.285714286
5618109	11913	q19_8	1
5619800	11913	q20_9	0.285714286
5621417	11913	q19_8	1
7007974	11913	q18_9	0
7011006	11913	q17_16	0.666666667
7501308	11913	q18_9	0.111111111
7506716	11913	q20_9	0.285714286
7507739	11913	q18_9	0.111111111
7513034	11913	q14_4	0.5
7514989	11913	q15_8	1
7517892	11913	q16_0	1
7716656	11913	q18_9	0.527777778
7721549	11913	q14_4	0.5
7722043	11913	q15_8	1
7722578	11913	q17_16	0.666666667
7723176	11913	q18_9	0.527777778
7724080	11913	q19_8	1
7725398	11913	q20_9	0.285714286
7725990	11913	q19_8	1
7940106	11913	q18_9	0.75
7977886	11913	q14_4	0.5
7978939	11913	q15_8	1
8050241	11913	q17_16	0.666666667
8052336	11913	q16_0	1
8052859	11913	q18_9	0.75
8054231	11913	q17_16	0.666666667
8054708	11913	q18_9	0.75
8055388	11913	q19_8	1
8289729	11913	q18_9	0.75
8425686	11913	q14_4	1
8426266	11913	q15_8	1
8430317	11913	q14_4	1
8944114	11913	q15_8	1
9039072	11913	q14_4	1
9043587	11913	q15_8	1
9240395	11913	q16_0	1
9241249	11913	q15_8	1
9242524	11913	q14_4	1
10043232	11913	q17_16	0.666666667
10045001	11913	q16_0	1
10066263	11913	q18_9	0.75
10117921	11913	q19_8	0.893617021
10120177	11913	q20_9	0.285714286
10123583	11913	q18_9	0.75
10386298	11913	q20_9	0.428571429
10386999	11913	q19_8	0.893617021
10387634	11913	q18_9	0.75
10404315	11913	q17_16	0.666666667
10514260	11913	q18_9	0.75
10515162	11913	q14_4	1
10516106	11913	q15_8	1
10518082	11913	q17_16	0.666666667
10523628	11913	q18_9	0.75
10525547	11913	q20_9	0.428571429
10535211	11913	q19_8	0.893617021
10535848	11913	q20_9	0.428571429
11058471	11913	q18_9	0.805555556
11075443	11913	q20_9	0.428571429
11075887	11913	q19_8	0.893617021
11358343	11913	q18_9	0.916666667
11407532	11913	q14_4	1
11410283	11913	q15_8	1
11521728	11913	q16_0	1
-9020998	11913	q19_8	0.893617021
-9009794	11913	q20_9	0.428571429
-9003996	11913	q18_9	0.916666667
-8995260	11913	q17_16	0.666666667
-8990675	11913	q16_0	1
-8982940	11913	q15_8	1
-8980107	11913	q14_4	1
-8792877	11913	q18_9	0.916666667
-8792142	11913	q20_9	0.428571429
-8791598	11913	q19_8	0.893617021
-8791114	11913	q18_9	0.916666667
-8790509	11913	q17_16	0.666666667
-8789906	11913	q16_0	1
-8787959	11913	q14_4	1
-8786727	11913	q20_9	0.428571429
-8620710	11913	q18_9	0.916666667
-8514366	11913	q17_16	0.666666667
-8498032	11913	q18_9	0.916666667
-8491248	11913	q19_8	0.893617021
-8483456	11913	q20_9	0.428571429
-8480978	11913	q14_4	1
-8441350	11913	q15_8	1
-8440273	11913	q19_8	0.893617021
-8438955	11913	q18_9	0.916666667
-8437994	11913	q19_8	0.893617021
-8329660	11913	q18_9	0.916666667
-8328693	11913	q14_4	1
-8327740	11913	q15_8	1
-8326697	11913	q16_0	1
-8312814	11913	q17_16	0.666666667
-8309906	11913	q18_9	0.916666667
-8308589	11913	q19_8	0.893617021
-8288207	11913	q20_9	0.428571429
-8199038	11913	q18_9	0.916666667
-8158791	11913	q20_9	0.428571429
-8158195	11913	q18_9	0.916666667
-8156846	11913	q16_0	1
-8155418	11913	q15_8	1
502137	15709	q14_4	0
1526303	15709	q15_6	0.333333333
1529164	15709	q16_13	0
1530430	15709	q17_7	0
1531157	15709	q18_3	0
1532516	15709	q19_4	0
1534211	15709	q20_5	0
2263475	15709	q17_7	1
2264567	15709	q18_3	0
2265031	15709	q14_4	0
2266297	15709	q15_6	0.333333333
3698262	15709	q16_13	1
3699215	15709	q14_4	0
3700240	15709	q15_6	0.333333333
3701379	15709	q16_13	1
3704891	15709	q17_7	1
3709666	15709	q18_3	0
3712465	15709	q19_4	0
3714480	15709	q20_5	0
3715106	15709	q19_4	0
3920666	15709	q18_3	0
3929843	15709	q20_5	0
3930478	15709	q19_4	0
3936404	15709	q18_3	0
4235917	15709	q20_5	0.909090909
4431912	15709	q19_4	0.666666667
4433575	15709	q20_5	0.909090909
4434045	15709	q19_4	0.666666667
4435942	15709	q18_3	0
4436878	15709	q17_7	1
4437447	15709	q16_13	1
4438437	15709	q15_6	0.333333333
4440098	15709	q14_4	0
5896690	15709	q18_3	0.4
5898202	15709	q14_4	0
5899184	15709	q15_6	0.333333333
5900871	15709	q16_13	1
5902746	15709	q17_7	1
5904547	15709	q18_3	0.4
5905901	15709	q19_4	0.666666667
6138244	15709	q20_5	0.909090909
6344674	15709	q19_4	0.333333333
7121834	15709	q18_3	0.866666667
7541796	15709	q17_7	1
8435597	15709	q16_13	1
8471836	15709	q15_6	0.333333333
8536908	15709	q14_4	0
9624113	15709	q15_6	0.5
10775197	15709	q14_4	0.5
10791169	15709	q15_6	0.5
10792622	15709	q16_13	1
10793345	15709	q17_7	1
10795476	15709	q18_3	0.866666667
10798028	15709	q19_4	0.333333333
10800134	15709	q20_5	0.909090909
10801580	15709	q19_4	0.333333333
10901136	15709	q14_4	0.5
11023193	15709	q15_6	0.5
11059720	15709	q14_4	1
11061713	15709	q15_6	0.5
11062853	15709	q16_13	1
11063564	15709	q17_7	1
11064820	15709	q18_3	0.866666667
11065777	15709	q19_4	0.333333333
11067856	15709	q20_5	0.909090909
11069469	15709	q17_7	1
11070593	15709	q18_3	0.866666667
11071280	15709	q16_13	1
11177166	15709	q15_6	0.5
11178235	15709	q20_5	0.909090909
11179117	15709	q19_4	0.333333333
11185980	15709	q18_3	0.866666667
11186685	15709	q17_7	1
11187751	15709	q16_13	1
11188173	15709	q17_7	1
11188597	15709	q16_13	1
11189915	15709	q15_6	0.5
11382519	15709	q14_4	1
-9042402	15709	q15_6	0.5
-9040970	15709	q14_4	1
-9039503	15709	q16_13	1
-9039124	15709	q17_7	1
-9037301	15709	q18_3	0.866666667
-9032309	15709	q17_7	1
-9024122	15709	q18_3	0.866666667
-9022827	15709	q19_4	0.333333333
1281373	25308	q14_19	0.2
1867839	25308	q15_14	1
3101812	25308	q16_19	1
-6335133	25308	q17_14	0.8
-5041545	25308	q18_17	0.615384615
-4839361	25308	q19_7	0.71875
-3525550	25308	q20_2	0.444444444
-2526865	25308	q14_19	0.2
-2446821	25308	q15_14	1
-2436550	25308	q16_19	1
-2010019	25308	q17_14	0.8
-1768686	25308	q18_17	0.615384615
-1671476	25308	q19_7	0.96875
-1275608	25308	q20_2	0.888888889
-811237	25308	q14_19	0
-753779	25308	q15_14	1
-736389	25308	q16_19	1
-734634	25308	q17_14	0.8
-707997	25308	q16_19	1
-701552	25308	q17_14	0.8
-693012	25308	q18_17	0.615384615
-690917	25308	q19_7	0.96875
-686406	25308	q20_2	0.888888889
-683007	25308	q14_19	0
15524	25642	q14_9	0
20578	25642	q15_0	0
22901	25642	q16_13	0
24295	25642	q17_7	0
25911	25642	q18_10	0
27328	25642	q19_0	0
30380	25642	q20_3	0
513139	25642	q14_9	1
514050	25642	q15_0	0
516528	25642	q14_9	1
675733	25642	q15_0	0.222222222
677413	25642	q14_9	1
1273775	25642	q15_0	1
1275509	25642	q14_9	1
1277440	25642	q15_0	1
1278676	25642	q16_13	0
1280101	25642	q15_0	1
1280853	25642	q14_9	1
1282116	25642	q15_0	1
1305403	25642	q16_13	0
1308123	25642	q17_7	0
1309531	25642	q20_3	0
1310456	25642	q19_0	0
1311935	25642	q18_10	0
1313311	25642	q17_7	0
1321251	25642	q16_13	0
1441914	25642	q17_7	0
1444675	25642	q16_13	0
1468616	25642	q17_7	0
1472835	25642	q16_13	0
2400595	25642	q17_7	1
2402024	25642	q18_10	0
2403039	25642	q14_9	1
2404125	25642	q15_0	1
2405506	25642	q16_13	0
2409863	25642	q17_7	1
2411507	25642	q18_10	0
2412409	25642	q16_13	0
2413528	25642	q20_3	0
3402959	25642	q19_0	0.8
3403968	25642	q20_3	0
3464924	25642	q19_0	0.8
3755648	25642	q20_3	0
3757167	25642	q19_0	0.8
3758079	25642	q18_10	0
3758789	25642	q17_7	1
3761241	25642	q16_13	0
6179245	25642	q20_3	0.5
6180660	25642	q19_0	0.8
6186315	25642	q18_10	0
6187385	25642	q17_7	1
6188168	25642	q16_13	0
6188728	25642	q17_7	1
6221013	25642	q18_10	0
7052802	25642	q16_13	0.4
7054153	25642	q19_0	0.8
7056280	25642	q18_10	0
7057380	25642	q17_7	1
7060530	25642	q16_13	0.4
7061393	25642	q15_0	1
8292940	25642	q16_13	1
8293882	25642	q17_7	1
8336418	25642	q18_10	0
8337485	25642	q14_9	1
8338180	25642	q15_0	1
8339239	25642	q16_13	1
8340179	25642	q17_7	1
8340982	25642	q18_10	0
8341679	25642	q19_0	0.8
8342785	25642	q20_3	0.5
8343781	25642	q19_0	0.8
11219877	25642	q18_10	0.888888889
11221858	25642	q14_9	1
11222897	25642	q15_0	1
11223808	25642	q16_13	1
11224442	25642	q17_7	1
11225497	25642	q18_10	0.888888889
11226034	25642	q19_0	0.8
11504907	25642	q20_3	0.5
11766940	25642	q14_9	1
-8747536	25642	q16_13	1
-8745373	25642	q17_7	1
-8743509	25642	q18_10	0.888888889
-8742449	25642	q19_0	0.8
-8741144	25642	q20_3	0.5
-8738784	25642	q19_0	0.8
-8738152	25642	q16_13	1
-8737093	25642	q17_7	1
-8692841	25642	q19_0	0.8
-8546504	25642	q16_13	1
-8324010	25642	q17_7	1
-8320647	25642	q18_10	0.888888889
-8317958	25642	q19_0	0.8
-8312397	25642	q20_3	0.5
-8311492	25642	q19_0	0.8
-8311052	25642	q14_9	1
-8310524	25642	q15_0	1
-8309952	25642	q16_13	1
-8309065	25642	q17_7	1
-8233750	25642	q18_10	0.888888889
-8231980	25642	q20_3	0.5
-8226096	25642	q14_9	1
-8223616	25642	q19_0	0.8
11235	26077	q14_7	0
15265	26077	q15_2	0
17433	26077	q16_0	0
25342	26077	q17_16	0
29280	26077	q18_9	0
294032	26077	q19_3	0.313271605
300628	26077	q20_1	0
528359	26077	q19_3	0.544753086
530347	26077	q20_1	0
532415	26077	q19_3	0.544753086
1032548	26077	q14_7	0.333333333
2062171	26077	q15_2	0.346153846
2096374	26077	q16_0	0
2099019	26077	q17_16	0
2106965	26077	q18_9	0
2108225	26077	q19_3	0.544753086
2110370	26077	q20_1	0
2113364	26077	q14_7	0.333333333
2617514	26077	q15_2	1
3153851	26077	q16_0	0.333333333
3257103	26077	q17_16	0
3260992	26077	q15_2	1
3291950	26077	q16_0	0.333333333
3295275	26077	q17_16	0
3694397	26077	q18_9	0
3695664	26077	q19_3	0.544753086
4497839	26077	q20_1	1
4499221	26077	q19_3	0.544753086
4499680	26077	q17_16	0
4505932	26077	q18_9	0
4508842	26077	q17_16	0
4512371	26077	q16_0	0.333333333
4515510	26077	q15_2	1
4551608	26077	q14_7	0.333333333
4567442	26077	q15_2	1
4568980	26077	q16_0	0.333333333
4569886	26077	q17_16	0
4570250	26077	q18_9	0
4570830	26077	q19_3	0.544753086
4572518	26077	q20_1	1
4573935	26077	q19_3	0.544753086
4576697	26077	q18_9	0
6715740	26077	q17_16	0.333333333
6716386	26077	q14_7	0.333333333
6717204	26077	q15_2	1
6717594	26077	q16_0	0.333333333
6717959	26077	q17_16	0.333333333
6718759	26077	q18_9	0
6719118	26077	q19_3	0.544753086
6719559	26077	q20_1	1
6720471	26077	q19_3	0.544753086
6721008	26077	q18_9	0
6721308	26077	q19_3	0.544753086
6722076	26077	q20_1	1
6724105	26077	q19_3	0.544753086
6724827	26077	q18_9	0
7790769	26077	q17_16	0.770833333
8177726	26077	q14_7	0.666666667
8180001	26077	q15_2	1
8181349	26077	q16_0	0.333333333
8187942	26077	q18_9	0
8190155	26077	q19_3	0.544753086
8191986	26077	q20_1	1
8195720	26077	q19_3	0.544753086
8945180	26077	q18_9	0
9761737	26077	q19_3	0.757330247
10160674	26077	q20_1	1
10162702	26077	q19_3	0.757330247
10164041	26077	q18_9	0
10169196	26077	q17_16	0.770833333
10172955	26077	q16_0	0.333333333
10485291	26077	q15_2	1
10486289	26077	q14_7	0.666666667
10487340	26077	q15_2	1
10520471	26077	q16_0	0.333333333
10874802	26077	q14_7	0.666666667
10879949	26077	q15_2	1
10927879	26077	q16_0	0.333333333
10928799	26077	q17_16	0.770833333
10929196	26077	q16_0	0.333333333
10929582	26077	q17_16	0.770833333
10930421	26077	q18_9	0
10931337	26077	q19_3	0.757330247
10931698	26077	q18_9	0
